id,text,unit,updated,firstPeriod,latestPeriod,active,variables
ALKO4,Forbrug og salg af alkohol og tobak,-,2020-06-18T08:00:00,1921,2019,True,"['type', 'tid']"
VARFORBR,Familiernes besiddelse af elektronik i hjemmet,pct.,2020-05-05T08:00:00,1990,2020,True,"['forbrugsart', 'tid']"
FORV1,Forbrugerforventninger (nettotal),-,2021-02-18T08:00:00,1974M10,2021M02,True,"['indikator', 'tid']"
FORV2,Planer om større investeringer,-,2021-01-21T08:00:00,1990K1,2021K1,True,"['indikator', 'tid']"
EJ14,Prisindeks for ejendomssalg,indeks,2021-02-26T08:00:00,2006M01,2020M12,True,"['region', 'ejendomskategori', 'enhed', 'tid']"
EJ5,Prisindeks for ejendomssalg,indeks,2021-02-26T08:00:00,1992K1,2020K4,True,"['ejendomskategori', 'enhed', 'tid']"
EJ55,Prisindeks for ejendomssalg,indeks,2021-02-26T08:00:00,1992K1,2020K4,True,"['område', 'ejendomskategori', 'enhed', 'tid']"
EJ12,"Sæsonkorrigerede ejendomssalg , almindelig fri handel",-,2021-02-26T08:00:00,2005K1,2020K4,True,"['region', 'ejendomskategori', 'enhed', 'tid']"
EJ6,Prisindeks for ejendomssalg,indeks,2021-02-26T08:00:00,1992,2020,True,"['ejendomskategori', 'enhed', 'tid']"
EJ66,Prisindeks for ejendomssalg,indeks,2021-02-26T08:00:00,1992,2020,True,"['område', 'ejendomskategori', 'enhed', 'tid']"
EJ13,Ejendomssalg,-,2021-02-26T08:00:00,2006M01,2020M12,True,"['region', 'ejendomskategori', 'nøgletal', 'tid']"
EJEN77,Ejendomssalg,-,2021-02-26T08:00:00,1992K1,2020K4,True,"['område', 'ejendomskategori', 'nøgletal', 'overdragelsesformer', 'tid']"
EJEN88,Ejendomssalg,-,2021-02-26T08:00:00,1992,2020,True,"['område', 'ejendomskategori', 'nøgletal', 'overdragelsesformer', 'tid']"
EJEN11,Enfamiliehuse og ejerlejligheder,-,2021-02-26T08:00:00,1992,2020,True,"['salg og indeks', 'ejendomskategori', 'tid']"
EJENEU,EU-harmoniseret boligprisindeks (HPI),indeks,2021-01-07T08:00:00,2002K4,2020K3,True,"['urbaniseringsgrad', 'udgiftstype', 'tid']"
TVANG1,Bekendtgjorte tvangsauktioner,antal,2021-02-04T08:00:00,1993M01,2021M01,True,"['type', 'tid']"
TVANG2,Bekendtgjorte tvangsauktioner,antal,2021-01-13T08:00:00,1979K1,2020K4,True,"['type', 'tid']"
TVANG3,Bekendtgjorte tvangsauktioner,antal,2021-01-13T08:00:00,2012,2020,True,"['område', 'tid']"
BIL5,Nyregistrerede motorkøretøjer,antal,2021-02-10T08:00:00,1992M01,2021M01,True,"['køretøjstype', 'tid']"
BIL55,Nyregistrerede personbiler,antal,2021-02-10T08:00:00,2007M01,2021M01,True,"['registreringsform', 'tid']"
BIL6,"Nyregistreringer, brugtvognshandel og bestand mv.",antal,2021-02-10T08:00:00,2000M01,2021M01,True,"['køretøjstype', 'enhed', 'tid']"
BIL50,Nyregistrerede personbiler,-,2021-02-10T08:00:00,2004M01,2021M01,True,"['ejerforhold', 'bil segment', 'enhed', 'tid']"
BIL51,Nyregistrerede personbiler,antal,2021-02-10T08:00:00,2011M01,2021M01,True,"['ejerforhold', 'drivmiddel', 'tid']"
EE1,Nyregistrerede personbiler,-,2020-09-23T08:00:00,1997M07,2020M06,True,"['energieffektivitet', 'ejerforhold', 'drivmiddel', 'tid']"
EE2,Nyregistrerede benzindrevne personbiler,antal,2020-09-23T08:00:00,1997H2,2020H1,True,"['kilometer pr. liter', 'ejerforhold', 'tid']"
EE3,Nyregistrerede dieseldrevne personbiler,antal,2020-09-23T08:00:00,1997H2,2020H1,True,"['kilometer pr. liter', 'ejerforhold', 'tid']"
BIL600,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,2006,2019,True,"['område', 'købsmønster', 'tid']"
BIL611,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,2006,2019,True,"['område', 'enhed', 'købsmønster', 'tid']"
BIL62,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,1999,2019,True,"['købstype', 'familietype', 'købsmønster', 'tid']"
BIL63,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,1999,2019,True,"['enhed', 'familietype', 'købsmønster', 'tid']"
BIL64,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,1999,2018,True,"['købstype', 'uddannelse', 'købsmønster', 'tid']"
BIL65,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,1999,2018,True,"['enhed', 'uddannelse', 'købsmønster', 'tid']"
BIL66,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,1999,2018,True,"['købstype', 'indkomst', 'købsmønster', 'tid']"
BIL67,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,1999,2018,True,"['enhed', 'indkomst', 'købsmønster', 'tid']"
BIL68,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,1999,2018,True,"['købstype', 'boligforhold', 'købsmønster', 'tid']"
BIL69,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,1999,2018,True,"['enhed', 'boligforhold', 'købsmønster', 'tid']"
BIL70,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,1999,2018,True,"['købstype', 'socioøkonomisk status', 'købsmønster', 'tid']"
BIL71,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,1999,2018,True,"['enhed', 'socioøkonomisk status', 'købsmønster', 'tid']"
BIL72,Familiernes bilkøb (faktiske tal),antal,2020-06-25T08:00:00,2016,2019,True,"['bystørrelse', 'købsmønster', 'tid']"
BIL73,Familiernes bilkøb (andele og fordelinger),pct.,2020-06-25T08:00:00,2016,2019,True,"['enhed', 'bystørrelse', 'købsmønster', 'tid']"
BIL800,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2007,2020,True,"['område', 'rådighedsmønster', 'tid']"
BIL811,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2007,2020,True,"['område', 'enhed', 'rådighedsmønster', 'tid']"
BIL82,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2000,2020,True,"['bestand', 'familietype', 'rådighedsmønster', 'tid']"
BIL83,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2000,2020,True,"['enhed', 'familietype', 'rådighedsmønster', 'tid']"
BIL84,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2000,2019,True,"['bestand', 'uddannelse', 'rådighedsmønster', 'tid']"
BIL85,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2000,2019,True,"['enhed', 'uddannelse', 'rådighedsmønster', 'tid']"
BIL86,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2000,2019,True,"['bestand', 'indkomst', 'rådighedsmønster', 'tid']"
BIL87,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2000,2019,True,"['enhed', 'indkomst', 'rådighedsmønster', 'tid']"
BIL88,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2000,2019,True,"['bestand', 'boligforhold', 'rådighedsmønster', 'tid']"
BIL89,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2000,2019,True,"['enhed', 'boligforhold', 'rådighedsmønster', 'tid']"
BIL90,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2000,2019,True,"['bestand', 'socioøkonomisk status', 'rådighedsmønster', 'tid']"
BIL91,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2000,2019,True,"['enhed', 'socioøkonomisk status', 'rådighedsmønster', 'tid']"
BIL92,Familiernes bilrådighed (faktiske tal),antal,2020-07-02T08:00:00,2013,2020,True,"['bystørrelse', 'rådighedsmønster', 'tid']"
BIL93,Familiernes bilrådighed (andele og fordelinger),pct.,2020-07-02T08:00:00,2013,2020,True,"['enhed', 'bystørrelse', 'rådighedsmønster', 'tid']"
BYG42,Byggeomkostningsindeks for boliger,-,2020-12-08T08:00:00,2003K1,2020K3,True,"['hovedindeks', 'delindeks', 'art', 'enhed', 'tid']"
BYG52,Byggeomkostningsindeks for boliger,-,2020-03-06T08:00:00,2003,2019,True,"['hovedindeks', 'delindeks', 'art', 'enhed', 'tid']"
BYG61,Omkostningsindeks for anlæg,indeks,2020-12-08T08:00:00,1986K3,2020K3,True,"['indekstype', 'enhed', 'tid']"
BYG71,Omkostningsindeks for anlæg,-,2020-03-06T08:00:00,1987,2019,True,"['indekstype', 'enhed', 'tid']"
BYG91,Omkostningsindeks for dagrenovation og slamsugning,indeks,2021-02-05T08:00:00,1997K1,2020K4,True,"['indekstype', 'enhed', 'tid']"
LIGEDI0,Ligestillingsindikator for opstillede og valgte kandidater til folketingsvalg,-,2019-06-26T08:00:00,1918,2019,True,"['kandidater', 'indikator', 'tid']"
LIGEDI1,Ligestillingsindikator for opstillede og valgte kandidater til folketingsvalg,-,2019-06-26T08:00:00,2001,2019,True,"['kandidater', 'indikator', 'alder', 'tid']"
LIGEDI2,Ligestillingsindikator for opstillede og valgte kandidater til kommunalvalg,-,2018-03-16T08:00:00,2005,2017,True,"['kandidater', 'indikator', 'alder', 'kommune', 'tid']"
LIGEDI3,Ligestillingsindikator for opstillede og valgte kandidater til regionsvalg,-,2018-03-16T08:00:00,2005,2017,True,"['kandidater', 'indikator', 'tid']"
LIGEDI4,Ligestillingsindikator for opstillede og valgte kandidater til Europa-Parlamentsvalg,-,2019-06-26T08:00:00,1994,2019,True,"['kandidater', 'indikator', 'tid']"
LIGEDI10,Ligestillingsindikator for regeringer,-,2019-06-28T08:00:00,2019,2019,True,"['regeringer', 'indikator', 'tid']"
LIGEDI5,Ligestillingsindikator for demokrati og ret,-,2019-03-15T08:00:00,2016,2019,True,"['embede', 'indikator', 'tid']"
LIGEDI6,Ligestillingsindikator for bestyrelsesmedlemmer og direktører,-,2020-12-16T08:00:00,2014,2019,True,"['indikator', 'type', 'uddannelse', 'alder', 'tid']"
LIGEDI7,Ligestillingsindikator for bestyrelsesmedlemmer og direktører,-,2020-12-16T08:00:00,2014,2019,True,"['indikator', 'type', 'virksomhedsstørrelse', 'tid']"
LIGEDI8,Ligestillingsindikator for bestyrelsesmedlemmer og direktører,-,2020-12-16T08:00:00,2014,2019,True,"['indikator', 'type', 'branche (DB07 19-grp)', 'tid']"
LIGEDI9,Ligestillingsindikator for beskæftigede lønmodtagere,-,2020-11-26T08:00:00,2008,2019,True,"['indikator', 'lønmodtagergruppe', 'branche (DB07 127-grp)', 'tid']"
LIGEDB1,Opstillede og valgte kandidater til folketingsvalg,antal,2019-06-26T08:00:00,2001,2019,True,"['kandidater', 'køn', 'alder', 'tid']"
LIGEDB2,Opstillede og valgte kandidater til kommunalvalg,antal,2018-03-16T08:00:00,2005,2017,True,"['kandidater', 'køn', 'alder', 'kommune', 'tid']"
LIGEDB6,Bestyrelsesmedlemmer og direktører,antal,2020-12-16T08:00:00,2014,2019,True,"['type', 'køn', 'uddannelse', 'alder', 'tid']"
LIGEDB7,Bestyrelsesmedlemmer og direktører,antal,2020-12-16T08:00:00,2014,2019,True,"['type', 'virksomhedsstørrelse', 'køn', 'tid']"
LIGEDB8,Bestyrelsesmedlemmer og direktører,antal,2020-12-16T08:00:00,2014,2019,True,"['type', 'branche (DB07 19-grp)', 'køn', 'tid']"
LIGEDB9,Beskæftigede lønmodtagere,antal,2020-11-26T08:00:00,2008,2019,True,"['køn', 'lønmodtagergruppe', 'branche (DB07 127-grp)', 'tid']"
LIGEFI1,Ligestillingsindikator for barselsdagpengedage til forældrepar (gennemsnit),antal,2020-10-09T08:00:00,2015,2018,True,"['indikator', 'moderens højeste fuldførte uddannelse', 'faderens højeste fuldførte uddannelse', 'forældrenes uddannelsesniveau', 'område', 'tid']"
LIGEFI5,Ligestillingsindikator for arbejdstimer for lønmodtagere (gennemsnitlig),antal,2020-11-26T08:00:00,2008,2019,True,"['indikator', 'alder', 'familietype', 'tid']"
LIGEFI6,Ligestillingsindikator for pendlingsafstand (gennemsnitlig),antal,2020-03-03T08:00:00,2008,2018,True,"['indikator', 'familietype', 'alder', 'tid']"
LIGEFI7,"Ligestillingsindikator for børn, der har adresse kun hos mor eller far",-,2020-03-18T08:00:00,1980,2020,True,"['indikator', 'alder', 'tid']"
LIGEFB1,Forældrepar,antal,2020-10-09T08:00:00,2015,2018,True,"['barnets familieforhold', 'forældrenes dagpengeret', 'moderens højeste fuldførte uddannelse', 'faderens højeste fuldførte uddannelse', 'område', 'tid']"
LIGEFB6,Beskæftigede,antal,2020-03-03T08:00:00,2008,2018,True,"['familietype', 'pendlingsafstand', 'køn', 'alder', 'tid']"
LIGEFB7,Børn,antal,2020-03-18T08:00:00,1980,2020,True,"['alder', 'familietype', 'mor status', 'far status', 'tid']"
LIGEUI0,Ligestillingsindikator for befolkningens højeste fuldførte uddannelse,-,2020-05-27T08:00:00,1986,2019,True,"['højest fuldførte uddannelse', 'indikator', 'alder', 'tid']"
LIGEUI1,Ligestillingsindikator for befolkningens højeste fuldførte uddannelse (15-69 år),-,2020-05-27T08:00:00,2005,2019,True,"['højest fuldførte uddannelse', 'indikator', 'alder', 'bopælsområde', 'herkomst', 'tid']"
LIGEUI2,Ligestillingsindikator for kursusdeltagelse ved voksen og efteruddannelse,-,2020-04-29T08:00:00,2005,2019,True,"['uddannelsesområde', 'indikator', 'alder', 'bopælsområde', 'enhed', 'tidsangivelse', 'tid']"
LIGEUI3,Ligestillingsindikator for uddannelsesaktivitet,-,2020-02-27T08:00:00,2005,2019,True,"['uddannelse', 'indikator', 'alder', 'bopælsområde', 'tid']"
LIGEUI4,Ligestillingsindikator for modtagere af specialundervisning i grundskolen (offentlige skoler og specialområdet),-,2020-06-23T08:00:00,2011,2019,True,"['indikator', 'klassetrin', 'herkomst', 'tid']"
LIGEUI5,Ligestillingsindikator for frafald inden for 5 år,-,2020-03-12T08:00:00,2008,2014,True,"['startuddannelse i gruppen', 'indikator', 'alder', 'herkomst', 'tid']"
LIGEUI6,Ligestillingsindikator for uddannelsesaktivitet på STEM-uddannelser,-,2020-02-27T08:00:00,2005,2019,True,"['uddannelse', 'indikator', 'tid']"
LIGEUB1,Befolkningens højeste fuldførte uddannelse (15-69 år),antal,2020-05-27T08:00:00,2005,2019,True,"['bopælsområde', 'herkomst', 'højest fuldførte uddannelse', 'alder', 'køn', 'tid']"
LIGEUB2,Kursusdeltagelse ved voksen og efteruddannelse,antal,2020-04-29T08:00:00,2005,2019,True,"['uddannelsesområde', 'bopælsområde', 'alder', 'køn', 'enhed', 'tidsangivelse', 'tid']"
LIGEUB3,Uddannelsesaktivitet,antal,2020-02-27T08:00:00,2005,2019,True,"['bopælsområde', 'uddannelse', 'alder', 'køn', 'tid']"
LIGEUB4,Elever i grundskolen,antal,2020-06-23T08:00:00,2011,2019,True,"['klassetrin', 'specialundervisning', 'herkomst', 'køn', 'tid']"
LIGEUB5,Gennemførsel af uddannelsesgrupper,antal,2020-03-12T08:00:00,2008,2019,True,"['startuddannelse i gruppen', 'herkomst', 'køn', 'status ved 1 og 5 år', 'alder ved start på gruppe', 'tid']"
LIGEUB6,Uddannelsesaktivitet på STEM-uddannelser,antal,2020-02-27T08:00:00,2005,2019,True,"['uddannelse', 'køn', 'tid']"
LIGEAI1,Ligestillingsindikator for erhvervs- og beskæftigelsesfrekvenser,-,2020-11-26T08:00:00,2008,2019,True,"['frekvens', 'indikator', 'familietype', 'herkomst', 'alder', 'tid']"
LIGEAI2,Ligestillingsindikator for erhvervs- og beskæftigelsesfrekvenser,-,2020-11-26T08:00:00,2008,2019,True,"['frekvens', 'indikator', 'familietype', 'område', 'alder', 'tid']"
LIGEAI3,Ligestillingsindikator for beskæftigede,-,2020-11-26T08:00:00,2008,2019,True,"['branche (DB07)', 'indikator', 'tid']"
LIGEAI4,Ligestillingsindikator for beskæftigede (over 15 år),-,2020-11-26T08:00:00,2008,2019,True,"['indikator', 'branche (DB07)', 'forsikringskategori', 'tid']"
LIGEAI5,Ligestillingsindikator for beskæftigede (over 15 år) i støttet beskæftigelse,-,2020-11-26T08:00:00,2008,2019,True,"['branche (DB07)', 'ydelsestype', 'indikator', 'tid']"
LIGEAI6,Ligestillingsindikator for NEET,-,2020-03-25T08:00:00,2008,2018,True,"['indikator', 'bopælsområde', 'alder', 'tid']"
LIGEAI7,Ligestillingsindikator for lønmodtagere,-,2020-11-26T08:00:00,2008,2019,True,"['indikator', 'arbejdstidens omfang', 'sektor', 'familietype', 'alder', 'tid']"
LIGEAI8,Ligestillingsindikator for lønmodtagere,-,2020-11-26T08:00:00,2008,2019,True,"['indikator', 'arbejdstidens omfang', 'herkomst', 'familietype', 'alder', 'tid']"
LIGEAI9A,Ligestillingsindikator for fuldtidsledige,-,2021-01-29T08:00:00,2007M01,2020M06,True,"['indikator', 'alder', 'område', 'tid']"
LIGEAI9B,Ligestillingsindikator for fuldtidsledige (sæsonkorrigeret),-,2021-01-29T08:00:00,2007M01,2020M12,True,"['indikator', 'tid']"
LIGEAI10,Ligestillingsindikator for langtidsledige,-,2021-02-05T08:00:00,2009M01,2020M08,True,"['indikator', 'alder', 'område', 'tid']"
LIGEAB1,Befolkningen,antal,2020-11-26T08:00:00,2008,2019,True,"['socioøkonomisk status', 'herkomst', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB2,Befolkningen,antal,2020-11-26T08:00:00,2008,2019,True,"['område', 'socioøkonomisk status', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB3,Beskæftigede,antal,2020-11-26T08:00:00,2008,2019,True,"['branche (DB07)', 'køn', 'tid']"
LIGEAB4,Beskæftigede,antal,2020-11-26T08:00:00,2008,2019,True,"['område', 'branche (DB07)', 'forsikringskategori', 'køn', 'alder', 'tid']"
LIGEAB5,Beskæftigede i støttet beskæftigelse,antal,2020-11-26T08:00:00,2008,2019,True,"['branche (DB07)', 'ydelsestype', 'køn', 'alder', 'tid']"
LIGEAB6,Befolkningen (16-24 år),antal,2020-03-25T08:00:00,2008,2018,True,"['status (NEET)', 'bopælsområde', 'køn', 'alder', 'tid']"
LIGEAB7,Lønmodtagere,antal,2020-11-26T08:00:00,2008,2019,True,"['arbejdstidens omfang', 'sektor', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB8,Lønmodtagere,antal,2020-11-26T08:00:00,2008,2019,True,"['arbejdstidens omfang', 'herkomst', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB9A,Fuldtidsledige,antal,2021-01-29T08:00:00,2013M01,2020M06,True,"['ydelsestype', 'område', 'køn', 'alder', 'tid']"
LIGEAB9B,Fuldtidsledige (sæsonkorrigeret),antal,2021-01-29T08:00:00,2007M01,2020M12,True,"['køn', 'tid']"
LIGEAB10,Langtidsledige,antal,2021-02-05T08:00:00,2009M01,2020M08,True,"['område', 'køn', 'alder', 'tid']"
LIGEKI1,Ligestillingsindikator for personlige modtagere af Kulturministeriets udbetalinger,-,2019-05-16T08:00:00,2010,2018,True,"['indikator', 'bopælsområde', 'kulturemne', 'aldersgrupper', 'tid']"
LIGEKI2,Ligestillingsindikator for Kulturministeriets udbetalinger til personer,-,2019-05-16T08:00:00,2010,2018,True,"['indikator', 'bopælsområde', 'kulturemne', 'aldersgrupper', 'tid']"
LIGEKI3,Ligestillingsindikator for elever på musikskoler (0-24 år),-,2021-01-20T08:00:00,2012:2013,2019:2020,True,"['indikator', 'område', 'fag', 'tid']"
LIGEKB1,Personlige modtagere af Kulturministeriets udbetalinger,antal,2019-05-16T08:00:00,2010,2018,True,"['bopælsområde', 'kulturemne', 'køn', 'aldersgrupper', 'tid']"
LIGEKB2,Kulturministeriets udbetalinger til personer,1.000 kr.,2019-05-16T08:00:00,2010,2018,True,"['bopælsområde', 'kulturemne', 'køn', 'aldersgrupper', 'tid']"
LIGEKB3,Elever på musikskole (0-24 år),antal,2021-01-20T08:00:00,2012:2013,2019:2020,True,"['område', 'fag', 'køn', 'tid']"
LIGEII1,Ligestillingsindikator for personindkomst,-,2020-11-27T08:00:00,1994,2019,True,"['socioøkonomisk status', 'indkomsttype', 'enhed', 'indikator', 'tid']"
LIGEII2,Ligestillingsindikator for personindkomst,-,2020-11-27T08:00:00,1991,2019,True,"['aldersgrupper', 'indkomsttype', 'enhed', 'indikator', 'tid']"
LIGEII4,Ligestillingsindikator for indkomst i parforhold,pct.,2020-11-27T08:00:00,1987,2019,True,"['aldersgrupper', 'indikator', 'tid']"
LIGEII5,Ligestillingsindikator for offentligt forsørgede,-,2020-06-04T08:00:00,2007,2019,True,"['indikator', 'alder', 'ydelsestype', 'herkomst', 'tid']"
LIGEII6,Ligestillingsindikator for offentligt forsørgede,pr. 100.000 personer,2020-06-04T08:00:00,2007,2019,True,"['indikator', 'alder', 'ydelsestype', 'familietype', 'tid']"
LIGEII7,Ligestillingsindikator for nettoformue for personer,-,2020-12-10T08:00:00,2014,2019,True,"['indikator', 'alder', 'familietype', 'tid']"
LIGEII8,Ligestillingsindikator for pensionsformue for personer,-,2020-12-10T08:00:00,2014,2019,True,"['indikator', 'alder', 'tid']"
LIGEIB5,Offentligt forsørgede,antal,2020-06-04T08:00:00,2007,2019,True,"['køn', 'alder', 'ydelsestype', 'herkomst', 'tid']"
LIGEIB6,Offentligt forsørgede,antal,2020-06-04T08:00:00,2007,2019,True,"['køn', 'alder', 'ydelsestype', 'familietype', 'tid']"
LIGEHI1,Ligestillingsindikator for middellevetid for 0-årige,-,2021-02-17T08:00:00,1901:1905,2019:2020,True,"['indikator', 'tid']"
LIGEHI2,Ligestillingsindikator for middelrestlevetid for 50-årige,-,2021-02-17T08:00:00,1996:2000,2016:2020,True,"['indikator', 'familietype', 'tid']"
LIGEHI4,Ligestillingsindikator for middelrestlevetid for 30-årige,-,2021-02-17T08:00:00,2012:2016,2016:2020,True,"['indikator', 'højest fuldførte uddannelse', 'tid']"
LIGEHI5,Ligestillingsindikator for døde,-,2021-02-26T08:00:00,1981,2019,True,"['indikator', 'dødsårsag', 'alder', 'tid']"
LIGEHI6,Ligestillingsindikator for lægebesøg hos praktiserende læge,-,2020-04-23T08:00:00,2006,2019,True,"['indikator', 'område', 'alder', 'familietype', 'tid']"
LIGEHI7,"Ligestillingsindikator for indlæggelser, ambulante behandlinger og skadestuebesøg",-,2019-07-10T08:00:00,2006,2018,True,"['indikator', 'type', 'område', 'alder', 'familietype', 'diagnose', 'tid']"
LIGEHI10,Ligestillingsindikator for tilskadekomne og dræbte i færdselsuheld,-,2020-06-18T08:00:00,1998,2019,True,"['indikator', 'personskade', 'indblandede transportmidler', 'alder', 'tid']"
LIGEHI11,Ligestillingsindikator for anmeldte arbejdsulykker,-,2020-05-29T08:00:00,2015,2018,True,"['indikator', 'branche', 'tid']"
LIGEHI12,Ligestillingsindikator for visiterede personer til hjemmehjælp,-,2020-06-12T08:00:00,2010,2019,True,"['indikator', 'område', 'alder', 'familietype', 'tid']"
LIGEHI13,Ligestillingsindikator for visiterede timer til hjemmehjælp (gennemsnitlig),antal,2020-06-12T08:00:00,2010,2019,True,"['indikator', 'område', 'alder', 'familietype', 'tid']"
LIGEHB5,Døde,antal,2021-02-26T08:00:00,1981,2019,True,"['dødsårsag', 'alder', 'køn', 'tid']"
LIGEHB6,Lægebesøg hos praktiserende læge,antal,2020-04-23T08:00:00,2006,2019,True,"['område', 'køn', 'alder', 'familietype', 'tid']"
LIGEHB7,"Indlæggelser, ambulante behandlinger og skadestuebesøg",antal,2019-07-10T08:00:00,2006,2018,True,"['type', 'område', 'køn', 'alder', 'familietype', 'diagnose', 'tid']"
LIGEHB10,Tilskadekomne og dræbte i færdselsuheld,antal,2020-06-18T08:00:00,1998,2019,True,"['personskade', 'indblandede transportmidler', 'alder', 'køn', 'tid']"
LIGEHB11,Anmeldte arbejdsulykker,antal,2020-05-29T08:00:00,2015,2018,True,"['branche', 'køn', 'tid']"
LIGEPI1,Ligestillingsindikator for ofre for personfarlig kriminalitet,pr. 100.000 personer,2020-09-22T08:00:00,2001,2019,True,"['overtrædelsens art', 'alder', 'indikator', 'tid']"
LIGEPI4,Ligestillingsindikator for domme for personfarlig kriminalitet,-,2020-09-22T08:00:00,1991,2019,True,"['overtrædelsens art', 'alder', 'indikator', 'tid']"
LIGEPB1,Ofre for personfarlig kriminalitet,antal,2020-09-22T08:00:00,2001,2019,True,"['overtrædelsens art', 'alder', 'køn', 'tid']"
LIGEPB4,Domme for personfarlig kriminalitet,antal,2020-09-22T08:00:00,1991,2019,True,"['overtrædelsens art', 'alder', 'køn', 'tid']"
LIVS2,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS3,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS4,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS5,Livskvalitet,pct.,2016-08-31T09:00:00,2015,2015,True,"['helbred', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS6,Livskvalitet,pct.,2016-10-07T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS7,Livskvalitet,pct.,2016-06-25T09:00:00,2015,2015,True,"['dagligdag', 'hyppighed', 'område', 'alder', 'køn', 'tid']"
LIVS8,Livskvalitet,pct.,2016-06-29T09:00:00,2015,2015,True,"['sociale relationer', 'hyppighed', 'område', 'alder', 'køn', 'tid']"
LIVS9,Livskvalitet,-,2016-06-25T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS10,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['tillid', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS11,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVIL1,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL2,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL3,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL4,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['helbred', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL5,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL6,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL7,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL8,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL9,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['tillid', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
