id,text,unit,updated,firstPeriod,latestPeriod,active,variables
FOLK1A,Folketal den 1. i kvartalet,antal,2021-02-11T08:00:00,2008K1,2021K1,True,"['område', 'køn', 'alder', 'civilstand', 'tid']"
FOLK1B,Folketal den 1. i kvartalet,antal,2021-02-11T08:00:00,2008K1,2021K1,True,"['område', 'køn', 'alder', 'statsborgerskab', 'tid']"
FOLK1C,Folketal den 1. i kvartalet,antal,2021-02-11T08:00:00,2008K1,2021K1,True,"['område', 'køn', 'alder', 'herkomst', 'oprindelsesland', 'tid']"
FOLK1D,Folketal den 1. i kvartalet,antal,2021-02-11T08:00:00,2008K1,2021K1,True,"['område', 'køn', 'alder', 'statsborgerskab', 'tid']"
FOLK1E,Folketal den 1. i kvartalet,antal,2021-02-11T08:00:00,2008K1,2021K1,True,"['område', 'køn', 'alder', 'herkomst', 'tid']"
FOLK2,Folketal 1. januar,antal,2021-02-11T08:00:00,1980,2021,True,"['alder', 'køn', 'herkomst', 'statsborgerskab', 'oprindelsesland', 'tid']"
KRYDS1,Folketal 1. januar,antal,2021-02-11T08:00:00,2019,2021,True,"['Hovedpersons herkomst', 'Hovedpersons fødeland', 'Hovedpersons statsborgerskab', 'Moders fødeland', 'moders statsborgerskab', 'Faders fødeland', 'faders statsborgerskab', 'tid']"
KRYDS2,Personer med dansk oprindelse 1. januar,antal,2021-02-11T08:00:00,2019,2021,True,"['Hovedpersons fødeland', 'forældres fødeland og statsborgerskab', 'hovedpersonens alder', 'tid']"
KRYDS3,Folketal 1. januar,antal,2021-02-11T08:00:00,2019,2021,True,"['Hovedpersons herkomst', 'Hovedpersons fødeland', 'Moders fødeland', 'Faders fødeland', 'tid']"
KRYDS4,Folketal 1. januar,antal,2021-02-11T08:00:00,2019,2021,True,"['Hovedpersons herkomst', 'forældres fødeland og statsborgerskab', 'hovedpersonens alder', 'tid']"
FOLK3,Folketal 1. januar,antal,2021-02-11T08:00:00,2008,2021,True,"['fødselsdag', 'fødselsmåned', 'fødselsår', 'tid']"
FT,Folketal (summariske tal fra folketællinger),antal,2021-02-11T08:00:00,1769,2021,True,"['hovedlandsdele', 'tid']"
BEF5F,Personer født på Færøerne og bosat i Danmark 1. januar,antal,2021-02-11T08:00:00,2008,2021,True,"['køn', 'alder', 'forældrenes fødested', 'tid']"
BEF5G,Personer født i Grønland og bosat i Danmark 1. januar,antal,2021-02-11T08:00:00,2008,2021,True,"['køn', 'alder', 'forældrenes fødested', 'tid']"
BEF5,Folketal pr. 1. januar,antal,2021-02-11T08:00:00,1990,2021,True,"['køn', 'alder', 'fødeland', 'tid']"
BY3,Folketal 1. januar,-,2020-06-11T08:00:00,2017,2020,True,"['byområder og landdistrikter', 'folketal, areal og befolkningstæthed', 'tid']"
BY1,Folketal 1. januar,antal,2020-04-29T08:00:00,2010,2020,True,"['byområder og landdistrikter', 'alder', 'køn', 'tid']"
BY4,Husstande 1. januar,antal,2020-04-29T08:00:00,2010,2020,True,"['byområder og landdistrikter', 'husstandstype', 'antal børn', 'tid']"
BY2,Folketal 1. januar,antal,2020-04-29T08:00:00,2010,2020,True,"['kommune', 'bystørrelse', 'alder', 'køn', 'tid']"
BEF4,Folketal 1. januar,antal,2020-04-01T08:00:00,1901,2020,True,"['øer', 'tid']"
HISB3,Nøgletal om befolkningen,antal,2021-02-12T08:00:00,1901,2021,True,"['bevægelsesart', 'tid']"
BEV22,Befolkningens udvikling (foreløbig opgørelse),antal,2021-02-11T08:00:00,2007K2,2020K4,True,"['område', 'bevægelsesart', 'køn', 'tid']"
BEV107,Befolkningens udvikling,antal,2021-02-11T08:00:00,2006,2020,True,"['område', 'bevægelsesart', 'køn', 'tid']"
GALDER,Gennemsnitsalder,gns.,2021-02-11T08:00:00,2005,2021,True,"['kommune', 'køn', 'tid']"
KMGALDER,Gennemsnitsalder,gns.,2021-02-11T08:00:00,2007,2021,True,"['sogn', 'køn', 'tid']"
KM1,Folketal den 1. i kvartalet,antal,2021-02-11T08:00:00,2007K1,2021K1,True,"['sogn', 'folkekirkemedlemsskab', 'tid']"
KM5,Folketal 1. januar,antal,2021-02-11T08:00:00,2007,2021,True,"['sogn', 'køn', 'alder', 'folkekirkemedlemsskab', 'tid']"
SOGN1,Folketal 1. januar,antal,2021-02-11T08:00:00,2010,2021,True,"['sogn', 'køn', 'alder', 'tid']"
SOGN10,Folketal 1. januar,antal,2020-09-16T08:00:00,1925,2020,True,"['sogn', 'tid']"
KMSTA003,Befolkningens udvikling,antal,2021-02-11T08:00:00,2015,2020,True,"['sogn', 'bevægelser', 'tid']"
FRDK120,Befolkningsfremskrivning 2020 for hele landet,antal,2020-05-27T08:00:00,2020,2060,True,"['herkomst', 'køn', 'alder', 'tid']"
FRLD120,Befolkningsfremskrivning 2020,antal,2020-05-27T08:00:00,2020,2045,True,"['område', 'alder', 'køn', 'tid']"
FRKM120,Befolkningsfremskrivning 2020,antal,2020-05-27T08:00:00,2020,2045,True,"['område', 'alder', 'køn', 'tid']"
FRDK220,Nøgletal 2020: Fremskrivning af befolkningens bevægelser,antal,2020-05-27T08:00:00,2020,2060,True,"['herkomst', 'bevægelsesart', 'tid']"
FRLD220,Nøgletal 2020: Fremskrivning af befolkningens bevægelse,antal,2020-05-27T08:00:00,2020,2045,True,"['område', 'bevægelsesart', 'tid']"
FRKM220,Nøgletal 2020: Fremskrivning af befolkningens bevægelser,antal,2020-05-27T08:00:00,2020,2045,True,"['område', 'bevægelsesart', 'tid']"
FRDK320,Forudsætninger vedrørende fertilitet til befolkningsfremskrivningen 2020,fertilitetskvotient,2020-05-27T08:00:00,2020,2059,True,"['alder', 'herkomst', 'tid']"
FRDK420,Forudsætninger vedrørende dødelighed til befolkningsfremskrivningen 2020,-,2020-05-27T08:00:00,2020,2059,True,"['køn', 'alder', 'dødelighedstavle', 'tid']"
FRDK520,Forudsætninger vedrørende vandringer til befolkningsfremskrivningen 2020,antal,2020-05-27T08:00:00,2020,2059,True,"['køn', 'alder', 'herkomst', 'bevægelse', 'tid']"
KMSTA001,Folketal 1. januar,antal,2021-02-11T08:00:00,2008,2021,True,"['sogn', 'herkomst', 'folkekirkemedlemsskab', 'tid']"
EB1,Børn af efterkommere 1. januar,antal,2021-02-11T08:00:00,2007,2021,True,"['Oprindelig herkomst', 'køn', 'alder', 'oprindelsesland', 'tid']"
EB3,Børn af efterkommere 1. januar,antal,2021-02-11T08:00:00,2007,2021,True,"['Oprindelig herkomst', 'køn', 'alder', 'oprindelsesland', 'område', 'tid']"
EB4,Folketal 1. januar,antal,2021-02-11T08:00:00,2008,2021,True,"['herkomst', 'køn', 'alder', 'oprindelsesland', 'område', 'tid']"
EB2,Børn af efterkommere 1. januar,antal,2021-02-11T08:00:00,2007,2021,True,"['Oprindelig herkomst', 'køn', 'alder', 'oprindelsesland', 'tid']"
DKSTAT,"Personer, der har skiftet til dansk statsborgerskab",antal,2021-02-11T08:00:00,1979,2020,True,"['køn', 'alder', 'tidligere statsborgerskab', 'tid']"
VAN5RKA,Asylansøgere (registreringstallet),antal,2021-02-18T08:00:00,2014K1,2020K4,True,"['statsborgerskab', 'køn', 'alder', 'tid']"
VAN5,Asylansøgere,antal,2021-02-18T08:00:00,1990K1,2020K4,True,"['statsborgerskab', 'asyltype', 'tid']"
VAN66KA,Opholdstilladelser (år),antal,2021-02-18T08:00:00,2014,2020,True,"['statsborgerskab', 'opholdstilladelse', 'køn', 'alder', 'tid']"
VAN66,Opholdstilladelser (år),antal,2021-02-18T08:00:00,1997,2020,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN66P,Permanente opholdstilladelser (år),antal,2021-02-18T08:00:00,2008,2020,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN77,Opholdstilladelser (kvartal),antal,2021-02-18T08:00:00,1997K1,2020K4,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN77P,Permanente opholdstilladelser (kvartal),antal,2021-02-18T08:00:00,2008K1,2020K4,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN77KA,Opholdstilladelser (kvartal),antal,2021-02-18T08:00:00,2014K1,2020K4,True,"['statsborgerskab', 'opholdstilladelse', 'køn', 'alder', 'tid']"
VAN8A,Indvandringer (år),antal,2020-03-30T08:00:00,1997,2019,True,"['statsborgerskab', 'køn', 'opholdstilladelse', 'tid']"
VAN8K,Indvandringer (foreløbig opgørelse) (kvartal),antal,2021-02-18T08:00:00,2016K1,2020K4,True,"['statsborgerskab', 'køn', 'opholdstilladelse', 'tid']"
FODDAG,Levendefødte,antal,2021-02-11T08:00:00,2007,2020,True,"['fødselsdag', 'fødselsmåned', 'tid']"
BARNLOS,Barnløse pr. 1.000,pr. 1.000 indb.,2021-02-25T08:00:00,1986,2021,True,"['køn', 'alder', 'tid']"
FOD,Levendefødte,antal,2021-02-11T08:00:00,1973,2020,True,"['moders alder', 'barnets køn', 'tid']"
FORAELD,Antal forældre,antal,2021-02-25T08:00:00,1986,2021,True,"['køn', 'alder', 'antal børn', 'tid']"
FODIE,Levendefødte,antal,2021-02-11T08:00:00,2007,2020,True,"['område', 'moders herkomst', 'moders oprindelsesland', 'moders statsborgerskab', 'moders alder', 'barnets køn', 'tid']"
BEV3A,Levendefødte og døde,antal,2021-02-11T08:00:00,1901M01,2020M12,True,"['bevægelse', 'tid']"
KM3,Fødte og døde,antal,2021-02-11T08:00:00,2007K1,2020K4,True,"['sogn', 'bevægelse', 'tid']"
FODPF,Levendefødte,antal,2020-12-17T08:00:00,2007,2019,True,"['faders alder', 'levendefødtnummer', 'tid']"
FODPM,Levendefødte,antal,2021-02-25T08:00:00,2007,2020,True,"['moders alder', 'levendefødtnummer', 'tid']"
FODL,Levendefødte og dødfødte,antal,2019-12-18T08:00:00,1997,2018,True,"['fødselslængde', 'levende-/dødfødte', 'fødselstype', 'køn', 'tid']"
FODV,Levendefødte og dødfødte,antal,2019-12-18T08:00:00,1997,2018,True,"['fødselsvægt', 'levende-/dødfødte', 'fødselstype', 'køn', 'tid']"
FOD8,Enkelt- og flerfødsler,antal,2019-12-18T08:00:00,1850,2018,True,"['fødselstype', 'tid']"
FOD9,Flerfødsler fordelt,antal,2019-12-18T08:00:00,1911,2018,True,"['fødselstype', 'tid']"
FOD11,Gennemsnitsalder for fødende kvinder og nybagte fædre,-,2021-02-25T08:00:00,1901,2020,True,"['alder', 'tid']"
FOD111,Gennemsnitsalder for fødende kvinder og nybagte fædre,gns.,2021-02-25T08:00:00,2006,2020,True,"['område', 'alder', 'tid']"
FOD33,Fertilitetskvotienter,pr. 1.000 kvinder,2021-02-25T08:00:00,1973,2020,True,"['alder', 'tid']"
FERT1,Samlet fertilitet (15-49 år),pr. 1.000 kvinder,2021-02-25T08:00:00,1986,2020,True,"['herkomst', 'tid']"
FOD407,Fertilitetskvotienter,pr. 1.000 kvinder,2021-02-25T08:00:00,2006,2020,True,"['område', 'alder', 'tid']"
DODC1,Døde pr. dag (eksperimentel statistik),antal,2021-02-26T08:00:00,2007M01D01,2021M02D21,True,"['køn', 'alder', 'tid']"
SMIT1,COVID-19 smittespredning mv. pr. dag (eksperimentel statistik),-,2021-02-25T08:00:00,2020M03D21,2021M02D23,True,"['nøgletal', 'tid']"
DODC2,Døde pr. uge (eksperimentel statistik),antal,2021-02-26T08:00:00,2007U01,2021U07,True,"['område', 'køn', 'alder', 'tid']"
DODDAG,Dødsfald,antal,2021-02-11T08:00:00,2007,2020,True,"['dødsdag', 'dødsmåned', 'tid']"
DOD,Døde,antal,2021-02-11T08:00:00,1974,2020,True,"['alder', 'køn', 'tid']"
FOD207,Døde,antal,2021-02-11T08:00:00,2006,2020,True,"['område', 'alder', 'køn', 'tid']"
DOD1,Døde,antal,2021-02-26T08:00:00,1981,2019,True,"['dødsårsag', 'alder', 'køn', 'tid']"
FOD507,Døde,antal,2021-02-26T08:00:00,2007,2019,True,"['område', 'dødsårsag', 'alder', 'køn', 'tid']"
DOD2,Døde under 5 år,antal,2021-02-11T08:00:00,1901,2020,True,"['køn', 'alder', 'tid']"
HISB7,Middellevetid for 0-årige,-,2021-02-17T08:00:00,1840:1849,2019:2020,True,"['køn', 'tid']"
HISBK,Middellevetid for 0-årige,-,2021-02-17T08:00:00,2000:2004,2016:2020,True,"['område', 'tid']"
HISB77,Middellevetid for 0-årige,-,2021-02-17T08:00:00,2000:2001,2019:2020,True,"['område', 'køn', 'tid']"
HISBR,Middellevetid for 0-årige,-,2021-02-17T08:00:00,2000:2001,2019:2020,True,"['område', 'køn', 'tid']"
HISB8,Dødelighedstavle (2-års tavler),-,2021-02-17T08:00:00,1981:1982,2019:2020,True,"['alder', 'køn', 'dødelighedstavle', 'tid']"
HISB9,Dødelighedstavle (5-års tavler),-,2021-02-17T08:00:00,1901:1905,2016:2020,True,"['alder', 'køn', 'dødelighedstavle', 'tid']"
FAM55N,Husstande 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'husstandstype', 'husstandsstørrelse', 'antal børn i husstand', 'tid']"
FAM122N,Voksne 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'husstandstype', 'antal personer i husstand ', 'antal børn i husstand', 'køn', 'alder', 'tid']"
FAM44N,Familier 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'familietype', 'familiestørrelse', 'antal børn', 'tid']"
FAM44BA,Børnefamilier 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'enhed', 'familietype', 'børn fra alder', 'børn til alder', 'tid']"
FAM100N,Voksne 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'familietype', 'antal personer i familien', 'antal børn i familien', 'køn', 'alder', 'tid']"
FAM133N,Børn 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'husstandstype', 'antal personer i husstand ', 'antal børn i husstand', 'køn', 'alder', 'tid']"
FAM111N,Børn 1. januar,antal,2021-02-12T08:00:00,1986,2021,True,"['område', 'familietype', 'antal personer i familien', 'antal børn i familien', 'køn', 'alder', 'tid']"
BRN10,"Børn og unge (alle 0-29-årige) 1. januar, der har mistet forældre ved dødsfald",antal,2020-03-18T08:00:00,2001,2020,True,"['område', 'alder', 'mor status', 'far status', 'status på begge forældre', 'tid']"
BRN9,Børn,antal,2020-03-18T08:00:00,2007,2020,True,"['område', 'alder', 'familietype', 'mor status', 'far status', 'tid']"
BRN15,Børn fordelt på søskende de bor sammen med - antal og kombination,antal,2020-03-18T08:00:00,2008,2020,True,"['område', 'alder', 'familietype', 'antal søskende', 'kombination af søskende', 'tid']"
BRN16,Børn fordelt på alle søskende - antal og kombination,antal,2020-03-18T08:00:00,2008,2020,True,"['område', 'alder', 'familietype', 'antal søskende', 'kombination af søskende', 'tid']"
BRN13,Børn,antal,2020-03-18T08:00:00,2008,2020,True,"['område', 'voksne i bopælsfamilien ', 'bopælsfamilietype', 'voksne i samværsfamilien  ', 'samværsfamilietype', 'alder', 'tid']"
BRN11,Børn med familieskift,antal,2020-03-18T08:00:00,2008,2020,True,"['område', 'familieskift', 'familietype sidste år', 'familietype i år', 'alder', 'tid']"
BRN12,Børns (0-17-årige) familier,antal,2020-03-18T08:00:00,2008,2020,True,"['antal børn', 'børnefamilietype', 'familietype', 'tid']"
VIEDAG,Vielser,antal,2021-02-12T08:00:00,2007,2020,True,"['vielsesdag', 'vielsesmåned', 'tid']"
VIE7,Vielser og indgåede registrerede partnerskaber,antal,2021-02-12T08:00:00,1989,2020,True,"['type', 'tid']"
VIE7KVT,Vielser og indgåede registrerede partnerskaber,antal,2021-02-12T08:00:00,2020M01,2020M12,True,"['type', 'tid']"
VIE207,Vielser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,2006,2020,True,"['brudgommens bopæl', 'brudens bopæl', 'brudgommens alder', 'brudens alder', 'brudgommens tidligere civilstand', 'brudens tidligere civilstand', 'tid']"
VIE8,Vielser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,2007,2020,True,"['brudgommens alder', 'brudens alder', 'vielsesmyndighed', 'tid']"
VIE6,Vielser mellem to af samme køn,antal,2021-02-12T08:00:00,2012,2020,True,"['køn', 'ældste persons alder', 'yngste persons alder', 'vielsesmyndighed', 'tid']"
VIE307,Vielser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,2006,2020,True,"['mandens bopæl', 'kvindens bopæl', 'vielsesmåned', 'vielsesmyndighed', 'tid']"
VIE4,Vielser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,1999,2020,True,"['mandens oprindelsesland', 'kvindens oprindelsesland', 'mandens alder', 'kvindens alder', 'mandens herkomst', 'kvindens herkomst', 'tid']"
VIE5,Vielser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,1999,2020,True,"['mandens statsborgerskab', 'kvindens statsborgerskab', 'mandens alder', 'kvindens alder', 'tid']"
BEV3C,Vielser og skilsmisser,antal,2021-02-12T08:00:00,1983M01,2020M12,True,"['bevægelse', 'tid']"
VIE1,Gennemsnitsalder for viede mænd og kvinder,-,2021-02-12T08:00:00,1901,2020,True,"['alder', 'tid']"
SKI6,Skilsmisser og opløste partnerskaber,antal,2021-02-12T08:00:00,1999,2020,True,"['type', 'tid']"
SKI6KVT,Skilsmisser og opløste partnerskaber,antal,2021-02-12T08:00:00,2020M01,2020M12,True,"['type', 'tid']"
SKI107,Skilsmisser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,2006,2020,True,"['mandens bopæl', 'kvindens bopæl', 'mandens alder', 'kvindens alder', 'ægteskabets varighed', 'tid']"
SKI207,Skilsmisser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,2006,2020,True,"['mandens bopæl', 'kvindens bopæl', 'skilsmissemåned', 'tid']"
SKI3,Skilsmisser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,1999,2020,True,"['mandens oprindelsesland', 'kvindens oprindelsesland', 'mandens alder', 'kvindens alder', 'mandens herkomst', 'kvindens herkomst', 'tid']"
SKI4,Skilsmisser mellem to af forskelligt køn,antal,2021-02-12T08:00:00,1999,2020,True,"['mandens statsborgerskab', 'kvindens statsborgerskab', 'mandens alder', 'kvindens alder', 'tid']"
SKI55,Skilsmisseprocent,pct.,2021-02-12T08:00:00,1986,2020,True,"['enhed', 'tid']"
OPLAEGT,Ægteskaber,-,2021-02-12T08:00:00,2018,2021,True,"['vielsesår', 'ægteskabets varighed', 'ægteskabsopløsning', 'tid']"
FLY,Samtlige flytninger,antal,2021-02-11T08:00:00,1980,2020,True,"['køn', 'alder', 'tid']"
FLYDAG,Flytninger,antal,2021-02-11T08:00:00,2007,2020,True,"['flyttedag', 'flyttemåned', 'tid']"
FLY66,Flytninger mellem kommuner,antal,2021-02-11T08:00:00,2006,2020,True,"['tilflytningskommune', 'fraflytningskommune', 'alder', 'køn', 'tid']"
FLY33,Flytninger inden for kommuner,antal,2021-02-11T08:00:00,2006,2020,True,"['område', 'alder', 'køn', 'tid']"
FLY55,Flytninger mellem regioner,antal,2021-02-11T08:00:00,2006,2020,True,"['køn', 'alder', 'tilflytningsregion', 'fraflytningsregion', 'tid']"
FLYBOL,Fraflyttede efterladte tomme boliger,antal,2020-05-15T08:00:00,2010,2019,True,"['område', 'værelser', 'anvendelse', 'opholdstid inden fraflytning fra boligen', 'tid']"
UNGFLYT,"Unge, der flytter",antal,2020-06-11T08:00:00,2009,2019,True,"['kommune', 'familietype', 'køn', 'alder', 'flyttetype', 'tid']"
FAMFLYT6,Fraflytninger,antal,2020-06-11T08:00:00,2017,2019,True,"['fraflytningskommune', 'flyttetype', 'fraflyttet familietype', 'yngste flyttede familiemedlems alder ', 'ældste flyttede familiemedlems alder ', 'tid']"
FAMFLYT5,Tilflytninger,antal,2020-06-11T08:00:00,2017,2019,True,"['tilflytningskommune', 'flyttetype', 'tilflyttet familietype', 'yngste flyttede familiemedlems alder ', 'ældste flyttede familiemedlems alder ', 'tid']"
INDVAN,Indvandring,antal,2021-02-11T08:00:00,1980,2020,True,"['køn', 'alder', 'statsborgerskab', 'indvandringsland', 'tid']"
VAN1AAR,Indvandring,antal,2021-02-11T08:00:00,2007,2020,True,"['område', 'køn', 'alder', 'indvandringsland', 'statsborgerskab', 'tid']"
VAN1KVT,Indvandring (foreløbig opgørelse),antal,2021-02-11T08:00:00,2007K2,2020K4,True,"['område', 'køn', 'alder', 'indvandringsland', 'statsborgerskab', 'tid']"
UDVAN,Udvandring,antal,2021-02-11T08:00:00,1980,2020,True,"['køn', 'alder', 'statsborgerskab', 'udvandringsland', 'tid']"
VAN2AAR,Udvandring,antal,2021-02-11T08:00:00,2007,2020,True,"['område', 'køn', 'alder', 'udvandringsland', 'statsborgerskab', 'tid']"
VAN2KVT,Udvandring (foreløbig opgørelse),antal,2021-02-11T08:00:00,2007K2,2020K4,True,"['område', 'køn', 'alder', 'udvandringsland', 'statsborgerskab', 'tid']"
FVKAND,Folketingsvalg,antal,2019-06-19T08:00:00,1990,2019,True,"['kandidater', 'parti', 'tid']"
FVPANDEL,Partiernes stemmeandel (Folketingsvalg),pct.,2019-06-19T08:00:00,2007,2019,True,"['valgresultat', 'område', 'tid']"
FVKOM,Folketingsvalg,antal,2019-06-17T08:00:00,2007,2019,True,"['valgresultat', 'område', 'tid']"
FV19TOT,Folketingsvalget 2019,antal,2019-06-17T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
FV19TOTA,Folketingsvalget 2019,antal,2019-06-17T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
FV19KAND,Opstillede kandidaters personlige stemmer,antal,2019-06-19T08:00:00,2019,2019,True,"['opstillede kandidater', 'valgresultat', 'parti', 'område', 'tid']"
VALGK3,Valg til kommunalbestyrelser,antal,2018-07-18T08:00:00,2005,2017,True,"['område', 'parti', 'stemmer/kandidater/køn', 'tid']"
KVRES,Valg til kommunalbestyrelser,antal,2018-08-04T08:00:00,2005,2017,True,"['område', 'valgresultat', 'tid']"
AKVA3,Valg til regionsråd,antal,2018-03-16T08:00:00,2005,2017,True,"['område', 'parti', 'stemmer/kandidater/køn', 'tid']"
EVKOM,Europa-Parlamentsvalg,antal,2019-05-31T08:00:00,2009,2019,True,"['valgresultat', 'område', 'tid']"
EVPANDEL,Partiernes stemmeandel (Europa-Parlamentsvalg),pct.,2019-05-31T08:00:00,2009,2019,True,"['valgresultat', 'område', 'tid']"
EV19TOTA,Europa-Parlamentsvalget 2019,antal,2019-05-31T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
EV19TOT,Europa-Parlamentsvalget 2019,antal,2019-05-31T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
FAKOM,Folkeafstemninger,antal,2016-03-01T09:00:00,2014,2015,True,"['valgresultat', 'område', 'tid']"
FA15TOT,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S01,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S02,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S03,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S04,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S05,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S06,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S07,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S08,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S09,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S10,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
AKU100K,Sæsonkorrigeret arbejdsmarkedstilknytning,1.000 personer,2021-02-17T08:00:00,2008K1,2020K4,True,"['beskæftigelsesstatus', 'tid']"
AKU101K,Sæsonkorrigeret arbejdsmarkedstilknytning (procent),pct.,2021-02-17T08:00:00,2008K1,2020K4,True,"['beskæftigelsesstatus', 'tid']"
AKU110K,Arbejdsmarkedstilknytning,1.000 personer,2021-02-17T08:00:00,2008K1,2020K4,True,"['beskæftigelsesstatus', 'alder', 'køn', 'tid']"
AKU111K,Arbejdsmarkedstilknytning (procent),pct.,2021-02-17T08:00:00,2008K1,2020K4,True,"['beskæftigelsesstatus', 'alder', 'køn', 'tid']"
AKU120K,Arbejdsmarkedstilknytning,1.000 personer,2021-02-17T08:00:00,2008K1,2020K4,True,"['beskæftigelsesstatus', 'område', 'tid']"
AKU121K,Arbejdsmarkedstilknytning (procent),pct.,2021-02-17T08:00:00,2008K1,2020K4,True,"['beskæftigelsesstatus', 'område', 'tid']"
AKU110A,Arbejdsmarkedstilknytning,1.000 personer,2021-02-17T08:00:00,2008,2020,True,"['beskæftigelsesstatus', 'alder', 'køn', 'tid']"
AKU111A,Arbejdsmarkedstilknytning (procent),pct.,2021-02-17T08:00:00,2008,2020,True,"['beskæftigelsesstatus', 'alder', 'køn', 'tid']"
AKU130A,Arbejdsmarkedstilknytning,1.000 personer,2021-02-17T08:00:00,2008,2020,True,"['beskæftigelsesstatus', 'uddannelsesniveau', 'tid']"
AKU131A,Arbejdsmarkedstilknytning (procent),pct.,2021-02-17T08:00:00,2008,2020,True,"['beskæftigelsesstatus', 'uddannelsesniveau', 'tid']"
AKU610A,Personer uden for arbejdsstyrken,1.000 personer,2021-02-17T08:00:00,2008,2020,True,"['selvopfattet status', 'køn', 'tid']"
AKU100M,Arbejdsmarkedstilknytning,1.000 personer,2021-01-29T08:00:00,2008M01,2020M12,True,"['sæsonkorrigering', 'beskæftigelsesstatus', 'alder', 'køn', 'tid']"
AKU101M,Arbejdsmarkedstilknytning (procent),pct.,2021-01-29T08:00:00,2008M01,2020M12,True,"['sæsonkorrigering', 'beskæftigelsesstatus', 'alder', 'køn', 'tid']"
RAS200,Erhvervs- og beskæftigelsesfrekvenser (ultimo november),pct.,2020-11-26T08:00:00,2008,2019,True,"['område', 'herkomst', 'alder', 'køn', 'frekvens', 'tid']"
RAS201,Befolkningen (ultimo november),antal,2020-11-26T08:00:00,2008,2019,True,"['område', 'socioøkonomisk status', 'herkomst', 'alder', 'køn', 'tid']"
RAS202,Befolkningen (ultimo november),antal,2020-06-12T08:00:00,2008,2018,True,"['socioøkonomisk status', 'alder', 'køn', 'tid']"
RAS204,Erhvervs- og beskæftigelsesfrekvenser (ultimo november),pct.,2020-11-26T08:00:00,2008,2019,True,"['oprindelsesland', 'frekvens', 'alder', 'køn', 'tid']"
RAS205,Befolkningen (ultimo november),antal,2020-06-12T08:00:00,2008,2018,True,"['oprindelsesland', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
RAS206,Indvandrere 16-64 år (ultimo november),antal,2020-11-26T08:00:00,2008,2019,True,"['oprindelsesland', 'opholdstid', 'socioøkonomisk status', 'køn', 'alder', 'tid']"
